customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3870-SPZSI,Female,0.0,Yes,Yes,0.9722222222222222,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.9432835820895521,7869.05,No
0680-DFNNY,Male,0.0,Yes,No,0.20833333333333331,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8243781094527362,1504.05,Yes
7560-QRBXH,Female,0.0,No,Yes,0.6666666666666666,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.01691542288557213,936.7,No
7077-XJMET,Male,0.0,Yes,No,0.16666666666666666,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.5562189054726369,741.4,No
8752-GHJFU,Male,1.0,Yes,No,0.986111111111111,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,0.7338308457711442,6585.2,No
6896-SRVYQ,Male,1.0,No,No,0.611111111111111,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,0.553233830845771,3122.4,No
7767-UXAGJ,Male,0.0,No,No,0.013888888888888888,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.3203980099502488,50.45,Yes
4652-ODEVH,Male,0.0,Yes,Yes,0.625,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.061691542288557194,1088.25,No
6510-UPNKS,Female,0.0,No,No,0.3194444444444444,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0.06517412935323383,615.35,No
6718-BDGHG,Female,0.0,Yes,No,0.5972222222222222,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),0.46368159203980097,2908.2,No
9046-DQMTP,Male,0.0,No,No,0.4861111111111111,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),0.02487562189054726,739.9,No
6439-LAJXL,Male,0.0,Yes,No,0.125,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,0.5044776119402985,593.85,No
1571-SAVHK,Male,0.0,No,No,0.16666666666666666,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,0.8129353233830846,1132.75,Yes
9052-VKDUW,Female,1.0,Yes,No,0.9027777777777777,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0.9069651741293533,7227.45,No
9546-CQJSU,Female,0.0,No,No,0.027777777777777776,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,0.7278606965174129,193.6,Yes
1666-JZPZT,Male,0.0,No,No,0.375,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.30597014925373134,1291.35,No
5777-KJIRB,Female,0.0,No,No,0.5555555555555556,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,0.31840796019900497,2023.55,No
0506-LVNGN,Female,1.0,No,No,0.06944444444444445,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),0.5701492537313433,349.65,Yes
7677-SJJJK,Male,0.0,Yes,Yes,0.1111111111111111,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0.01641791044776117,153.95,No
2480-EJWYP,Female,1.0,Yes,No,0.8055555555555555,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),0.7915422885572139,5458.8,No
3253-HKOKL,Female,0.0,Yes,Yes,0.7222222222222222,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,0.8164179104477611,5244.45,No
7055-HNEOJ,Male,0.0,Yes,No,0.041666666666666664,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,0.37363184079601985,154.55,No
5514-YQENT,Male,0.0,No,Yes,0.5694444444444444,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,0.9243781094527362,4507.15,No
3211-AAPKX,Male,0.0,No,No,0.2777777777777778,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,0.7990049751243781,2031.95,No
8445-DNBAE,Male,0.0,No,Yes,0.013888888888888888,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.31641791044776113,50.05,No
2951-QOQTK,Male,0.0,No,Yes,0.05555555555555555,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),0.6223880597014925,332.45,Yes
2958-NHPPS,Male,0.0,No,No,0.3194444444444444,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,0.025870646766169153,473.9,No
6806-YDEUL,Female,1.0,No,No,0.08333333333333333,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),0.01243781094527363,106.8,No
1735-XMJVH,Male,0.0,Yes,Yes,0.1111111111111111,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0.010945273631840807,152.6,No
6890-PFRQX,Male,0.0,No,No,0.25,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,0.5099502487562189,1199.4,No
0222-CNVPT,Male,1.0,No,No,0.7222222222222222,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0.3039800995024875,2555.05,No
5899-OUVKV,Male,0.0,No,No,0.4305555555555555,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7587064676616915,2979.2,No
8681-ICONS,Male,0.0,Yes,Yes,0.40277777777777773,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0.023880597014925342,654.85,No
1621-YNCJH,Female,0.0,Yes,No,0.5,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),0.8736318407960199,3834.4,No
3473-XIIIT,Female,0.0,Yes,No,0.2222222222222222,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8134328358208955,1534.75,Yes
6362-QHAFM,Male,0.0,Yes,No,0.5833333333333333,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,0.8960199004975123,4586.15,No
7893-IXHRQ,Male,0.0,No,No,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,0.02288557213930348,20.55,Yes
3070-BDOQC,Female,0.0,No,No,0.8333333333333333,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,0.8099502487562189,5941.05,No
2952-QAYZF,Male,0.0,No,No,0.06944444444444445,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.6671641791044776,424.15,Yes
6234-PFPXL,Male,0.0,Yes,No,0.3055555555555555,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),0.772636815920398,2234.95,No
9824-QCJPK,Male,0.0,Yes,No,0.5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.01741293532338306,666.75,No
4763-PGDPO,Female,0.0,No,No,0.05555555555555555,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.518905472636816,281,Yes
4283-IVYCI,Male,0.0,No,No,0.125,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,0.46467661691542295,547.8,No
1866-OBPNR,Male,0.0,Yes,Yes,0.013888888888888888,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),0.5606965174129352,74.6,No
8205-MQUGY,Male,0.0,Yes,Yes,0.16666666666666666,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.3079601990049751,571.15,No
8970-ANWXO,Female,0.0,No,No,0.3194444444444444,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,0.5522388059701492,1756.6,No
9480-BQJEI,Male,0.0,No,No,0.861111111111111,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),0.7368159203980099,5731.45,No
5394-SVGJV,Male,0.0,No,No,0.5138888888888888,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),0.8014925373134327,3475.55,Yes
6979-TNDEU,Female,0.0,No,No,0.1111111111111111,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.009452736318407956,156.85,No
9777-WJJPR,Male,0.0,Yes,No,0.4305555555555555,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),0.700497512437811,2683.2,No
9283-LZQOH,Male,0.0,Yes,Yes,0.18055555555555555,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.5587064676616916,896.75,Yes
7079-QRCBC,Female,0.0,No,No,0.3333333333333333,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8009950248756219,2407.3,Yes
9495-SKLKD,Male,0.0,Yes,Yes,0.625,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0.7731343283582089,4456.65,No
6048-UWKAL,Female,1.0,Yes,No,0.9583333333333333,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.8671641791044776,6998.95,No
5067-DGXLL,Male,0.0,No,No,0.027777777777777776,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.019900497512437804,36.8,No
5469-CTCWN,Male,0.0,Yes,Yes,0.8472222222222222,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,0.873134328358209,6547.7,Yes
9851-QXEEQ,Male,0.0,No,No,0.5694444444444444,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8601990049751244,4346.4,Yes
6281-FKEWS,Female,0.0,No,No,0.611111111111111,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,0.30646766169154227,2265,No
8898-KASCD,Male,0.0,No,No,0.5416666666666666,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,No,Mailed check,0.17213930348258705,1309.15,No
9242-TKFSV,Male,0.0,Yes,Yes,1.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.46616915422885563,4754.3,No
9290-SHCMB,Female,1.0,No,No,0.18055555555555555,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7820895522388059,1235.55,No
0743-HNPFG,Female,0.0,Yes,Yes,0.7083333333333333,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),0.5124378109452736,3562.5,No
2277-BKJKN,Female,1.0,Yes,No,0.986111111111111,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,0.8054726368159204,7213.75,No
9809-IMGCQ,Male,1.0,No,No,0.3055555555555555,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7805970149253731,2082.95,Yes
5208-HFSBT,Female,0.0,No,No,0.027777777777777776,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),0.36616915422885565,102.75,Yes
5035-PGZXH,Female,0.0,No,No,0.7777777777777777,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,0.8810945273631839,5914.4,No
8695-WDYEA,Male,0.0,No,No,0.013888888888888888,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,0.32835820895522383,51.25,No
6543-JXSOO,Female,0.0,Yes,Yes,0.3194444444444444,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,0.39303482587064675,1282.85,No
8016-ZMGMO,Female,1.0,Yes,No,0.9166666666666666,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),0.5233830845771144,4738.85,No
8605-ITULD,Female,0.0,No,No,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.012935323383084563,19.55,No
3254-YRILK,Male,1.0,No,No,0.2638888888888889,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.6960199004975124,1775.8,Yes
6416-YJTTB,Male,0.0,No,No,0.15277777777777776,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.6094527363184079,795.65,No
2667-WYLWJ,Female,0.0,Yes,Yes,0.1111111111111111,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,0.014925373134328346,145,Yes
4472-VESGY,Female,0.0,Yes,Yes,0.7222222222222222,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),0.7950248756218906,4993.4,No
3195-TQDZX,Male,0.0,No,No,0.041666666666666664,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,0.019900497512437804,61.45,No
3128-YOVTD,Female,0.0,Yes,Yes,0.7083333333333333,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.6059701492537314,4018.55,No
0529-ONKER,Male,1.0,No,No,0.20833333333333331,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.5711442786069653,1146.65,Yes
1728-CXQBE,Male,1.0,Yes,No,0.8888888888888888,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,0.7562189054726368,6081.4,No
7041-TXQJH,Female,0.0,No,No,0.5138888888888888,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),0.218407960199005,1478.85,No
5014-GSOUQ,Male,0.0,No,No,0.18055555555555555,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.01691542288557213,243.65,No
5724-BIDBU,Male,0.0,Yes,No,0.6805555555555555,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,0.36915422885572136,2633.95,No
0481-SUMCB,Female,1.0,No,No,0.625,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),0.8348258706467663,4735.35,No
1769-GRUIK,Female,0.0,No,No,0.25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5258706467661691,1247.75,No
5240-IJOQT,Male,1.0,No,No,0.013888888888888888,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5616915422885572,74.7,Yes
8819-WFGGJ,Male,0.0,Yes,No,0.9444444444444444,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.3567164179104477,3794.5,No
7427-AUFPY,Male,0.0,No,No,0.75,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.013930348258706454,1008.7,No
2811-POVEX,Female,1.0,Yes,Yes,0.3194444444444444,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0.6985074626865672,2130.55,No
1092-GANHU,Male,0.0,No,No,0.2361111111111111,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.5810945273631841,1313.55,Yes
7898-PDWQE,Male,0.0,Yes,No,0.986111111111111,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),0.618407960199005,5727.15,No
9972-EWRJS,Female,0.0,Yes,Yes,0.9305555555555555,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),0.009950248756218888,1372.9,No
9314-IJWSQ,Female,0.0,Yes,Yes,0.19444444444444442,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.6621890547263681,1203.9,No
0661-XEYAN,Female,1.0,No,No,0.013888888888888888,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.07512437810945272,25.8,Yes
5799-JRCZO,Female,0.0,No,Yes,0.875,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.01243781094527363,1215.1,No
1921-KYSAY,Female,0.0,No,No,0.5694444444444444,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,0.5009950248756219,2877.05,No
6198-RTPMF,Female,0.0,Yes,No,0.2361111111111111,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,0.7398009950248755,1579.7,No
2924-KHUVI,Male,0.0,Yes,No,0.7777777777777777,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,0.8189054726368158,5514.95,No
1925-GMVBW,Female,0.0,No,No,0.06944444444444445,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),0.02288557213930348,96.1,No
7881-EVUAD,Female,0.0,No,No,0.027777777777777776,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.24228855721393033,72.4,Yes
6184-DYUOB,Female,0.0,Yes,No,0.041666666666666664,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0.013432835820895522,55.25,No
9207-ZPANB,Male,0.0,No,No,0.5138888888888888,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,0.4895522388059702,2443.3,No
5766-XQXMQ,Female,0.0,No,No,0.40277777777777773,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0.5034825870646765,1970.5,Yes
9327-QSDED,Male,0.0,No,No,0.1111111111111111,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.25174129353233826,335.4,No
1656-DRSMG,Female,0.0,No,No,0.875,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0.9114427860696516,7002.95,No
3012-VFFMN,Female,0.0,Yes,Yes,0.09722222222222221,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.023880597014925342,158.95,No
2984-AFWNC,Female,0.0,No,No,0.041666666666666664,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,0.7676616915422886,293.15,No
0640-YJTPY,Male,0.0,Yes,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.027363184079601977,1493.75,No
8096-LOIST,Female,0.0,No,No,0.2638888888888889,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.3776119402985074,1093.4,No
9764-REAFF,Female,0.0,Yes,No,0.8194444444444444,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.0014925373134328235,1057.85,No
3703-VAVCL,Male,0.0,Yes,Yes,0.027777777777777776,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),0.7139303482587065,190.05,Yes
7107-UBYKY,Female,0.0,Yes,Yes,0.4861111111111111,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,0.07462686567164178,882.55,No
4881-GQJTW,Male,0.0,No,No,0.19444444444444442,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),0.013432835820895522,300.4,No
8519-QJGJD,Female,0.0,No,No,0.19444444444444442,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,0.5681592039800994,1025.95,Yes
7876-DNYAP,Female,0.0,Yes,Yes,0.9583333333333333,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.015422885572139305,1436.95,No
7905-NJMXS,Male,1.0,Yes,No,0.09722222222222221,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,0.45721393034825875,475,No
2882-WDTBA,Male,0.0,Yes,Yes,0.9583333333333333,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),0.572139303482587,5388.15,No
2091-GPPIQ,Female,0.0,Yes,Yes,1.0,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,0.6039800995024875,5730.15,No
6326-MTTXK,Male,0.0,No,No,0.1111111111111111,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,0.8218905472636816,819.55,Yes
5071-FBJFS,Female,0.0,Yes,Yes,0.05555555555555555,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,0.3189054726368159,217.1,No
2796-UUZZO,Male,0.0,Yes,Yes,0.875,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),0.617412935323383,4896.35,No
2429-AYKKO,Male,0.0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.015920398009950265,1434.1,No
9798-OPFEM,Female,0.0,No,No,0.6388888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,0.028358208955223896,937.1,No
0330-IVZHA,Female,0.0,Yes,No,0.06944444444444445,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.5144278606965175,330.15,Yes
3794-NFNCH,Male,0.0,Yes,No,0.41666666666666663,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,0.31592039800995025,1474.9,No
5193-QLVZB,Male,0.0,No,No,0.875,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.8606965174129354,6536.5,No
7114-AEOZE,Female,0.0,No,No,0.8333333333333333,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.015920398009950265,1128.1,No
2886-KEFUM,Female,0.0,Yes,No,0.875,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,0.8880597014925372,6873.75,Yes
5522-NYKPB,Male,0.0,Yes,Yes,0.3472222222222222,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,0.673134328358209,2199.05,No
4237-RLAQD,Male,0.0,No,No,0.013888888888888888,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.2746268656716418,45.85,Yes
9957-YODKZ,Male,1.0,Yes,No,0.08333333333333333,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.6223880597014925,457.1,No
6518-KZXCB,Male,0.0,No,No,0.3055555555555555,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.06965174129353235,566.5,No
2245-ADZFJ,Female,0.0,Yes,Yes,0.4305555555555555,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.6199004975124378,2471.6,No
7776-QGYJC,Female,0.0,Yes,Yes,0.5416666666666666,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),0.6293532338308457,3107.3,No
9313-QOLTZ,Male,0.0,No,No,0.3611111111111111,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.026368159203980085,518.3,No
9651-GTSAQ,Female,0.0,Yes,No,0.736111111111111,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),0.8741293532338307,5769.75,Yes
3186-BAXNB,Female,0.0,No,No,0.013888888888888888,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,0.7308457711442786,91.7,Yes
4672-FOTSD,Male,0.0,No,No,0.16666666666666666,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,0.48756218905472637,832.3,No
0637-YLETY,Female,0.0,No,No,0.2222222222222222,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),0.7696517412935323,1555.65,Yes
9818-XQCUV,Female,0.0,No,No,0.027777777777777776,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.020895522388059695,45.3,No
7338-ERIVA,Male,0.0,No,Yes,0.5416666666666666,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),0.2666666666666666,1790.6,No
1157-BQCUW,Male,0.0,No,No,0.013888888888888888,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.564179104477612,74.95,Yes
8259-NFJTV,Female,0.0,Yes,Yes,0.09722222222222221,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,0.16318407960199,246.6,No
3223-DWFIO,Male,1.0,No,No,0.05555555555555555,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.508457711442786,261.65,No
2660-EMUBI,Male,1.0,No,No,0.1388888888888889,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7671641791044775,898.35,Yes
6968-GMKPR,Female,0.0,No,No,0.7638888888888888,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.6298507462686567,4509.5,No
4751-ERMAN,Male,0.0,Yes,Yes,1.0,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.5686567164179105,5480.25,No
1436-ZMJAN,Female,0.0,Yes,No,0.1388888888888889,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0.49303482587064673,653.15,No
3292-PBZEJ,Male,1.0,No,No,0.15277777777777776,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.926865671641791,1183.05,No
